Row,Column,Value
Genus:sp19,Genus:sp49,0.05568
Genus:sp19,Genus:sp5,0.0716
Genus:sp19,Genus:sp50,0.0617
Genus:sp19,Genus:sp51,0.06698
Genus:sp19,Genus:sp52,0.06482
Genus:sp19,Genus:sp53,0.06723
Genus:sp19,Genus:sp54,0.06539
Genus:sp19,Genus:sp55,0.06539
Genus:sp19,Genus:sp56,0.06122
Genus:sp19,Genus:sp57,0.06643
Genus:sp19,Genus:sp58,0.05519
Genus:sp19,Genus:sp59,0.05868
Genus:sp19,Genus:sp6,0.05171
Genus:sp19,Genus:sp60,0.0581
Genus:sp19,Genus:sp61,0.05819
Genus:sp19,Genus:sp62,0.01629
Genus:sp19,Genus:sp63,0.05831
Genus:sp19,Genus:sp64,0.06143
Genus:sp19,Genus:sp65,0.05803
Genus:sp19,Genus:sp66,0.05382
Genus:sp19,Genus:sp67,0.06203
Genus:sp19,Genus:sp68,0.05069
Genus:sp19,Genus:sp69,0.06005
Genus:sp19,Genus:sp7,0.05049
Genus:sp19,Genus:sp8,0.06177
Genus:sp19,Genus:sp9,0.0548
Genus:sp2,Genus:sp10,0.04184
Genus:sp2,Genus:sp11,0.0396
Genus:sp2,Genus:sp12,0.04046
Genus:sp2,Genus:sp13,0.04603
Genus:sp2,Genus:sp14,0.05958
Genus:sp2,Genus:sp15,0.04924
Genus:sp2,Genus:sp16,0.04221
Genus:sp2,Genus:sp17,0.03016
Genus:sp2,Genus:sp18,0.04031
Genus:sp2,Genus:sp19,0.05208
Genus:sp2,Genus:sp2,0.05151
Genus:sp2,Genus:sp20,0.04137
Genus:sp2,Genus:sp21,0.05208
Genus:sp2,Genus:sp22,0.05205
Genus:sp2,Genus:sp23,0.04464
Genus:sp2,Genus:sp24,0.04311
Genus:sp2,Genus:sp25,0.04498
Genus:sp2,Genus:sp26,0.03954
Genus:sp2,Genus:sp27,0.0504
Genus:sp2,Genus:sp28,0.04355
Genus:sp2,Genus:sp29,0.04389
Genus:sp2,Genus:sp3,0.0395
Genus:sp2,Genus:sp30,0.04324
Genus:sp2,Genus:sp31,0.04117
Genus:sp2,Genus:sp32,0.03689
Genus:sp2,Genus:sp33,0.049
Genus:sp2,Genus:sp34,0.04303
Genus:sp2,Genus:sp35,0.03327
Genus:sp2,Genus:sp36,0.05168
Genus:sp2,Genus:sp37,0.05394
Genus:sp2,Genus:sp38,0.04215
Genus:sp2,Genus:sp39,0.04255
Genus:sp2,Genus:sp4,0.05135
Genus:sp2,Genus:sp40,0.04397
Genus:sp2,Genus:sp41,0.04203
Genus:sp2,Genus:sp42,0.04259
Genus:sp2,Genus:sp43,0.04317
Genus:sp2,Genus:sp44,0.03957
Genus:sp2,Genus:sp45,0.03266
Genus:sp2,Genus:sp46,0.04617
Genus:sp2,Genus:sp47,0.04694
Genus:sp2,Genus:sp48,0.04855
Genus:sp2,Genus:sp49,0.03898
Genus:sp2,Genus:sp5,0.04528
Genus:sp2,Genus:sp50,0.04343
Genus:sp2,Genus:sp51,0.05046
Genus:sp2,Genus:sp52,0.0509
Genus:sp2,Genus:sp53,0.05444
Genus:sp2,Genus:sp54,0.05014
Genus:sp2,Genus:sp55,0.05169
Genus:sp2,Genus:sp56,0.0438
Genus:sp2,Genus:sp57,0.05557
Genus:sp2,Genus:sp58,0.0423
Genus:sp2,Genus:sp59,0.04621
Genus:sp2,Genus:sp6,0.04168
Genus:sp2,Genus:sp60,0.04532
Genus:sp2,Genus:sp61,0.04543
Genus:sp2,Genus:sp62,0.03769
Genus:sp2,Genus:sp63,0.04473
Genus:sp2,Genus:sp64,0.04561
Genus:sp2,Genus:sp65,0.0426
Genus:sp2,Genus:sp66,0.04377
Genus:sp2,Genus:sp67,0.05008
Genus:sp2,Genus:sp68,0.04171
Genus:sp2,Genus:sp69,0.04366
Genus:sp2,Genus:sp7,0.03464
Genus:sp2,Genus:sp8,0.03654
Genus:sp2,Genus:sp9,0.04128
Genus:sp20,Genus:sp10,0.04668
Genus:sp20,Genus:sp11,0.03703
Genus:sp20,Genus:sp12,0.04211
Genus:sp20,Genus:sp13,0.019
Genus:sp20,Genus:sp14,0.04055
Genus:sp20,Genus:sp15,0.03106
Genus:sp20,Genus:sp16,0.04827
Genus:sp20,Genus:sp17,0.04585
Genus:sp20,Genus:sp18,0.04671
Genus:sp20,Genus:sp19,0.05654
Genus:sp20,Genus:sp2,0.04137
Genus:sp20,Genus:sp20,0.05074
Genus:sp20,Genus:sp21,0.01589
Genus:sp20,Genus:sp22,0.01794
Genus:sp20,Genus:sp23,0.04298
Genus:sp20,Genus:sp24,0.05201
Genus:sp20,Genus:sp25,0.04226
Genus:sp20,Genus:sp26,0.06402
Genus:sp20,Genus:sp27,0.04631
Genus:sp20,Genus:sp28,0.0509
Genus:sp20,Genus:sp29,0.05447
Genus:sp20,Genus:sp3,0.04985
Genus:sp20,Genus:sp30,0.05231
Genus:sp20,Genus:sp31,0.05308
Genus:sp20,Genus:sp32,0.06388
Genus:sp20,Genus:sp33,0.04108
Genus:sp20,Genus:sp34,0.05754
Genus:sp20,Genus:sp35,0.05255
Genus:sp20,Genus:sp36,0.07003
Genus:sp20,Genus:sp37,0.0096
Genus:sp20,Genus:sp38,0.03975
Genus:sp20,Genus:sp39,0.06644
Genus:sp20,Genus:sp4,0.042
Genus:sp20,Genus:sp40,0.04195
Genus:sp20,Genus:sp41,0.05387
Genus:sp20,Genus:sp42,0.06339
Genus:sp20,Genus:sp43,0.05269
Genus:sp20,Genus:sp44,0.06455
Genus:sp20,Genus:sp45,0.05937
Genus:sp20,Genus:sp46,0.06649
Genus:sp20,Genus:sp47,0.05832
Genus:sp20,Genus:sp48,0.05665
Genus:sp20,Genus:sp49,0.05119
Genus:sp20,Genus:sp5,0.05736
Genus:sp20,Genus:sp50,0.05446
Genus:sp20,Genus:sp51,0.01115
Genus:sp20,Genus:sp52,0.07076
Genus:sp20,Genus:sp53,0.0113
Genus:sp20,Genus:sp54,0.05649
Genus:sp20,Genus:sp55,0.01749
Genus:sp20,Genus:sp56,0.05279
Genus:sp20,Genus:sp57,0.01097
Genus:sp20,Genus:sp58,0.05243
Genus:sp20,Genus:sp59,0.03991
Genus:sp20,Genus:sp6,0.01746
Genus:sp20,Genus:sp60,0.04181
Genus:sp20,Genus:sp61,0.04409
Genus:sp20,Genus:sp62,0.06193
Genus:sp20,Genus:sp63,0.0429
Genus:sp20,Genus:sp64,0.05552
Genus:sp20,Genus:sp65,0.04038
Genus:sp20,Genus:sp66,0.04039
Genus:sp20,Genus:sp67,0.0087
Genus:sp20,Genus:sp68,0.0386
Genus:sp20,Genus:sp69,0.05186
Genus:sp20,Genus:sp7,0.01498
Genus:sp20,Genus:sp8,0.05399
Genus:sp20,Genus:sp9,0.05066
Genus:sp21,Genus:sp10,0.04888
Genus:sp21,Genus:sp11,0.0382
Genus:sp21,Genus:sp12,0.04415
Genus:sp21,Genus:sp13,0.05328
Genus:sp21,Genus:sp14,0.04252
Genus:sp21,Genus:sp15,0.06764
Genus:sp21,Genus:sp16,0.0115
Genus:sp21,Genus:sp17,0.04878
Genus:sp21,Genus:sp18,0.06
Genus:sp21,Genus:sp19,0.06378
Genus:sp21,Genus:sp2,0.05208
Genus:sp21,Genus:sp20,0.01589
Genus:sp21,Genus:sp21,0.05006
Genus:sp21,Genus:sp22,0.05035
Genus:sp21,Genus:sp23,0.04006
Genus:sp21,Genus:sp24,0.01842
Genus:sp21,Genus:sp25,0.04174
Genus:sp21,Genus:sp26,0.05692
Genus:sp21,Genus:sp27,0.04766
Genus:sp21,Genus:sp28,0.0196
Genus:sp21,Genus:sp29,0.01767
Genus:sp21,Genus:sp3,0.0152
Genus:sp21,Genus:sp30,0.01514
Genus:sp21,Genus:sp31,0.01626
Genus:sp21,Genus:sp32,0.05657
Genus:sp21,Genus:sp33,0.04316
Genus:sp21,Genus:sp34,0.01815
Genus:sp21,Genus:sp35,0.04456
Genus:sp21,Genus:sp36,0.06022
Genus:sp21,Genus:sp37,0.05161
Genus:sp21,Genus:sp38,0.03948
Genus:sp21,Genus:sp39,0.05615
Genus:sp21,Genus:sp4,0.04539
Genus:sp21,Genus:sp40,0.04022
Genus:sp21,Genus:sp41,0.01517
Genus:sp21,Genus:sp42,0.05299
Genus:sp21,Genus:sp43,0.04676
Genus:sp21,Genus:sp44,0.0562
Genus:sp21,Genus:sp45,0.05068
Genus:sp21,Genus:sp46,0.05414
Genus:sp21,Genus:sp47,0.01986
Genus:sp21,Genus:sp48,0.05014
Genus:sp21,Genus:sp49,0.01454
Genus:sp21,Genus:sp5,0.0691
Genus:sp21,Genus:sp50,0.02099
Genus:sp21,Genus:sp51,0.05005
Genus:sp21,Genus:sp52,0.05911
Genus:sp21,Genus:sp53,0.0531
Genus:sp21,Genus:sp54,0.05254
Genus:sp21,Genus:sp55,0.05047
Genus:sp21,Genus:sp56,0.03122
Genus:sp21,Genus:sp57,0.05312
Genus:sp21,Genus:sp58,0.01549
Genus:sp21,Genus:sp59,0.041
Genus:sp21,Genus:sp6,0.05073
Genus:sp21,Genus:sp60,0.04159
Genus:sp21,Genus:sp61,0.04286
Genus:sp21,Genus:sp62,0.05358
Genus:sp21,Genus:sp63,0.0407
Genus:sp21,Genus:sp64,0.01814
Genus:sp21,Genus:sp65,0.03992
Genus:sp21,Genus:sp66,0.03925
Genus:sp21,Genus:sp67,0.04836
Genus:sp21,Genus:sp68,0.03759
Genus:sp21,Genus:sp69,0.04699
Genus:sp21,Genus:sp7,0.04966
Genus:sp21,Genus:sp8,0.06505
Genus:sp21,Genus:sp9,0.05248
Genus:sp22,Genus:sp10,0.05249
Genus:sp22,Genus:sp11,0.04112
Genus:sp22,Genus:sp12,0.04776
Genus:sp22,Genus:sp13,0.05395
Genus:sp22,Genus:sp14,0.04518
Genus:sp22,Genus:sp15,0.06788
Genus:sp22,Genus:sp16,0.01495
Genus:sp22,Genus:sp17,0.05049
Genus:sp22,Genus:sp18,0.06162
Genus:sp22,Genus:sp19,0.06832
Genus:sp22,Genus:sp2,0.05205
Genus:sp22,Genus:sp20,0.01794
Genus:sp22,Genus:sp21,0.05035
Genus:sp22,Genus:sp22,0.00571
Genus:sp22,Genus:sp23,0.04022
Genus:sp22,Genus:sp24,0.05112
Genus:sp22,Genus:sp25,0.04135
Genus:sp22,Genus:sp26,0.06602
Genus:sp22,Genus:sp27,0.04507
Genus:sp22,Genus:sp28,0.05159
Genus:sp22,Genus:sp29,0.05328
Genus:sp22,Genus:sp3,0.01743
Genus:sp22,Genus:sp30,0.05155
Genus:sp22,Genus:sp31,0.05109
Genus:sp22,Genus:sp32,0.0673
Genus:sp22,Genus:sp33,0.04315
Genus:sp22,Genus:sp34,0.05631
Genus:sp22,Genus:sp35,0.05208
Genus:sp22,Genus:sp36,0.07113
Genus:sp22,Genus:sp37,0.01656
Genus:sp22,Genus:sp38,0.03883
Genus:sp22,Genus:sp39,0.06644
Genus:sp22,Genus:sp4,0.04794
Genus:sp22,Genus:sp40,0.04136
Genus:sp22,Genus:sp41,0.05186
Genus:sp22,Genus:sp42,0.06393
Genus:sp22,Genus:sp43,0.05068
Genus:sp22,Genus:sp44,0.06255
Genus:sp22,Genus:sp45,0.05912
Genus:sp22,Genus:sp46,0.06426
Genus:sp22,Genus:sp47,0.05552
Genus:sp22,Genus:sp48,0.05231
Genus:sp22,Genus:sp49,0.04924
Genus:sp22,Genus:sp5,0.07058
Genus:sp22,Genus:sp50,0.05348
Genus:sp22,Genus:sp51,0.0189
Genus:sp22,Genus:sp52,0.07133
Genus:sp22,Genus:sp53,0.01881
Genus:sp22,Genus:sp54,0.05476
Genus:sp22,Genus:sp55,0.00139
Genus:sp22,Genus:sp56,0.05285
Genus:sp22,Genus:sp57,0.0179
Genus:sp22,Genus:sp58,0.05143
Genus:sp22,Genus:sp59,0.04023
Genus:sp22,Genus:sp6,0.05185
Genus:sp22,Genus:sp60,0.03929
Genus:sp22,Genus:sp61,0.04177
Genus:sp22,Genus:sp62,0.06369
Genus:sp22,Genus:sp63,0.04337
Genus:sp22,Genus:sp64,0.05269
Genus:sp22,Genus:sp65,0.03998
Genus:sp22,Genus:sp66,0.03991
Genus:sp22,Genus:sp67,0.01462
Genus:sp22,Genus:sp68,0.03744
Genus:sp22,Genus:sp69,0.05071
Genus:sp22,Genus:sp7,0.05147
Genus:sp22,Genus:sp8,0.06527
Genus:sp22,Genus:sp9,0.05474
Genus:sp23,Genus:sp10,0.04422
Genus:sp23,Genus:sp11,0.01598
Genus:sp23,Genus:sp12,0.03957
Genus:sp23,Genus:sp13,0.04316
Genus:sp23,Genus:sp14,0.02423
Genus:sp23,Genus:sp15,0.06025
Genus:sp23,Genus:sp16,0.03669
Genus:sp23,Genus:sp17,0.04487
Genus:sp23,Genus:sp18,0.05195
Genus:sp23,Genus:sp19,0.05823
Genus:sp23,Genus:sp2,0.04464
Genus:sp23,Genus:sp20,0.04298
Genus:sp23,Genus:sp21,0.04006
Genus:sp23,Genus:sp22,0.04022
Genus:sp23,Genus:sp23,0.04222
Genus:sp23,Genus:sp24,0.05192
Genus:sp23,Genus:sp25,0.04383
Genus:sp23,Genus:sp26,0.06672
Genus:sp23,Genus:sp27,0.04808
Genus:sp23,Genus:sp28,0.05405
Genus:sp23,Genus:sp29,0.05213
Genus:sp23,Genus:sp3,0.0402
Genus:sp23,Genus:sp30,0.05269
Genus:sp23,Genus:sp31,0.05223
Genus:sp23,Genus:sp32,0.06664
Genus:sp23,Genus:sp33,0.04412
Genus:sp23,Genus:sp34,0.0567
Genus:sp23,Genus:sp35,0.05396
Genus:sp23,Genus:sp36,0.07033
Genus:sp23,Genus:sp37,0.01857
Genus:sp23,Genus:sp38,0.04206
Genus:sp23,Genus:sp39,0.06865
Genus:sp23,Genus:sp4,0.04204
Genus:sp23,Genus:sp40,0.04337
Genus:sp23,Genus:sp41,0.05275
Genus:sp23,Genus:sp42,0.06458
Genus:sp23,Genus:sp43,0.05315
Genus:sp23,Genus:sp44,0.06706
Genus:sp23,Genus:sp45,0.06066
Genus:sp23,Genus:sp46,0.06555
Genus:sp23,Genus:sp47,0.05756
Genus:sp23,Genus:sp48,0.05594
Genus:sp23,Genus:sp49,0.05043
Genus:sp23,Genus:sp5,0.05898
Genus:sp23,Genus:sp50,0.05435
Genus:sp23,Genus:sp51,0.01963
Genus:sp23,Genus:sp52,0.07314
Genus:sp23,Genus:sp53,0.02053
Genus:sp23,Genus:sp54,0.05707
Genus:sp23,Genus:sp55,0.0062
Genus:sp23,Genus:sp56,0.05266
Genus:sp23,Genus:sp57,0.0206
Genus:sp23,Genus:sp58,0.05296
Genus:sp23,Genus:sp59,0.04292
Genus:sp23,Genus:sp6,0.04256
Genus:sp23,Genus:sp60,0.0425
Genus:sp23,Genus:sp61,0.04423
Genus:sp23,Genus:sp62,0.06535
Genus:sp23,Genus:sp63,0.04577
Genus:sp23,Genus:sp64,0.05477
Genus:sp23,Genus:sp65,0.04156
Genus:sp23,Genus:sp66,0.04325
Genus:sp23,Genus:sp67,0.01678
Genus:sp23,Genus:sp68,0.04038
Genus:sp23,Genus:sp69,0.05259
Genus:sp23,Genus:sp7,0.03909
Genus:sp23,Genus:sp8,0.05449
Genus:sp23,Genus:sp9,0.04539
Genus:sp24,Genus:sp10,0.049
Genus:sp24,Genus:sp11,0.03983
Genus:sp24,Genus:sp12,0.04445
Genus:sp24,Genus:sp13,0.02126
Genus:sp24,Genus:sp14,0.04308
Genus:sp24,Genus:sp15,0.03636
Genus:sp24,Genus:sp16,0.04789
Genus:sp24,Genus:sp17,0.04903
Genus:sp24,Genus:sp18,0.05206
Genus:sp24,Genus:sp19,0.05935
Genus:sp24,Genus:sp2,0.04311
Genus:sp24,Genus:sp20,0.05201
Genus:sp24,Genus:sp21,0.01842
Genus:sp24,Genus:sp22,0.05112
Genus:sp24,Genus:sp23,0.05192
Genus:sp24,Genus:sp24,0.04046
Genus:sp24,Genus:sp25,0.00794
Genus:sp24,Genus:sp26,0.05617
Genus:sp24,Genus:sp27,0.02795
Genus:sp24,Genus:sp28,0.04376
Genus:sp24,Genus:sp29,0.04511
Genus:sp24,Genus:sp3,0.04991
Genus:sp24,Genus:sp30,0.04192
Genus:sp24,Genus:sp31,0.0425
Genus:sp24,Genus:sp32,0.05643
Genus:sp24,Genus:sp33,0.02602
Genus:sp24,Genus:sp34,0.04441
Genus:sp24,Genus:sp35,0.04753
Genus:sp24,Genus:sp36,0.06308
Genus:sp24,Genus:sp37,0.04203
Genus:sp24,Genus:sp38,0.01656
Genus:sp24,Genus:sp39,0.06093
Genus:sp24,Genus:sp4,0.04552
Genus:sp24,Genus:sp40,0.02303
Genus:sp24,Genus:sp41,0.04184
Genus:sp24,Genus:sp42,0.05895
Genus:sp24,Genus:sp43,0.04571
Genus:sp24,Genus:sp44,0.05785
Genus:sp24,Genus:sp45,0.05439
Genus:sp24,Genus:sp46,0.05617
Genus:sp24,Genus:sp47,0.045
Genus:sp24,Genus:sp48,0.04828
Genus:sp24,Genus:sp49,0.0393
Genus:sp24,Genus:sp5,0.05982
Genus:sp24,Genus:sp50,0.04545
Genus:sp24,Genus:sp51,0.04313
Genus:sp24,Genus:sp52,0.0657
Genus:sp24,Genus:sp53,0.04449
Genus:sp24,Genus:sp54,0.05077
Genus:sp24,Genus:sp55,0.0407
Genus:sp24,Genus:sp56,0.04231
Genus:sp24,Genus:sp57,0.04281
Genus:sp24,Genus:sp58,0.04032
Genus:sp24,Genus:sp59,0.01885
Genus:sp24,Genus:sp6,0.02116
Genus:sp24,Genus:sp60,0.01605
Genus:sp24,Genus:sp61,0.00851
Genus:sp24,Genus:sp62,0.05961
Genus:sp24,Genus:sp63,0.02405
Genus:sp24,Genus:sp64,0.04366
Genus:sp24,Genus:sp65,0.00712
Genus:sp24,Genus:sp66,0.0167
Genus:sp24,Genus:sp67,0.03959
Genus:sp24,Genus:sp68,0.01527
Genus:sp24,Genus:sp69,0.04663
Genus:sp24,Genus:sp7,0.0175
Genus:sp24,Genus:sp8,0.06053
Genus:sp24,Genus:sp9,0.05091
Genus:sp25,Genus:sp10,0.04612
Genus:sp25,Genus:sp11,0.01662
Genus:sp25,Genus:sp12,0.04203
Genus:sp25,Genus:sp13,0.04494
Genus:sp25,Genus:sp14,0.02486
Genus:sp25,Genus:sp15,0.0599
Genus:sp25,Genus:sp16,0.0378
Genus:sp25,Genus:sp17,0.04495
Genus:sp25,Genus:sp18,0.04771
Genus:sp25,Genus:sp19,0.05942
Genus:sp25,Genus:sp2,0.04498
Genus:sp25,Genus:sp20,0.04226
Genus:sp25,Genus:sp21,0.04174
Genus:sp25,Genus:sp22,0.04135
Genus:sp25,Genus:sp23,0.04383
Genus:sp25,Genus:sp24,0.00794
Genus:sp25,Genus:sp25,0.04433
Genus:sp25,Genus:sp26,0.06115
Genus:sp25,Genus:sp27,0.04913
Genus:sp25,Genus:sp28,0.01899
Genus:sp25,Genus:sp29,0.02118
Genus:sp25,Genus:sp3,0.04135
Genus:sp25,Genus:sp30,0.01828
Genus:sp25,Genus:sp31,0.01952
Genus:sp25,Genus:sp32,0.0615
Genus:sp25,Genus:sp33,0.0435
Genus:sp25,Genus:sp34,0.02151
Genus:sp25,Genus:sp35,0.04532
Genus:sp25,Genus:sp36,0.06344
Genus:sp25,Genus:sp37,0.05065
Genus:sp25,Genus:sp38,0.04179
Genus:sp25,Genus:sp39,0.0598
Genus:sp25,Genus:sp4,0.04173
Genus:sp25,Genus:sp40,0.04302
Genus:sp25,Genus:sp41,0.01838
Genus:sp25,Genus:sp42,0.05626
Genus:sp25,Genus:sp43,0.05089
Genus:sp25,Genus:sp44,0.05824
Genus:sp25,Genus:sp45,0.05346
Genus:sp25,Genus:sp46,0.05658
Genus:sp25,Genus:sp47,0.02424
Genus:sp25,Genus:sp48,0.05181
Genus:sp25,Genus:sp49,0.0173
Genus:sp25,Genus:sp5,0.06123
Genus:sp25,Genus:sp50,0.02392
Genus:sp25,Genus:sp51,0.05059
Genus:sp25,Genus:sp52,0.06087
Genus:sp25,Genus:sp53,0.05394
Genus:sp25,Genus:sp54,0.05331
Genus:sp25,Genus:sp55,0.05072
Genus:sp25,Genus:sp56,0.03452
Genus:sp25,Genus:sp57,0.05202
Genus:sp25,Genus:sp58,0.01669
Genus:sp25,Genus:sp59,0.04493
Genus:sp25,Genus:sp6,0.04584
Genus:sp25,Genus:sp60,0.04159
Genus:sp25,Genus:sp61,0.04406
Genus:sp25,Genus:sp62,0.05799
Genus:sp25,Genus:sp63,0.0437
Genus:sp25,Genus:sp64,0.02055
Genus:sp25,Genus:sp65,0.04293
Genus:sp25,Genus:sp66,0.04298
Genus:sp25,Genus:sp67,0.04947
Genus:sp25,Genus:sp68,0.04037
Genus:sp25,Genus:sp69,0.04948
Genus:sp25,Genus:sp7,0.04055
Genus:sp25,Genus:sp8,0.04937
Genus:sp25,Genus:sp9,0.04656
Genus:sp26,Genus:sp10,0.05775
Genus:sp26,Genus:sp11,0.05237
Genus:sp26,Genus:sp12,0.05334
Genus:sp26,Genus:sp13,0.05976
Genus:sp26,Genus:sp14,0.05709
Genus:sp26,Genus:sp15,0.07301
Genus:sp26,Genus:sp16,0.06208
Genus:sp26,Genus:sp17,0.05787
Genus:sp26,Genus:sp18,0.02788
Genus:sp26,Genus:sp19,0.03531
Genus:sp26,Genus:sp2,0.03954
Genus:sp26,Genus:sp20,0.06402
Genus:sp26,Genus:sp21,0.05692
Genus:sp26,Genus:sp22,0.06602
Genus:sp26,Genus:sp23,0.06672
Genus:sp26,Genus:sp24,0.05617
Genus:sp26,Genus:sp25,0.06115
Genus:sp26,Genus:sp26,0.05219
Genus:sp26,Genus:sp27,0.03
Genus:sp26,Genus:sp28,0.04517
Genus:sp26,Genus:sp29,0.0474
Genus:sp26,Genus:sp3,0.06382
Genus:sp26,Genus:sp30,0.04237
Genus:sp26,Genus:sp31,0.04301
Genus:sp26,Genus:sp32,0.0526
Genus:sp26,Genus:sp33,0.02571
Genus:sp26,Genus:sp34,0.04806
Genus:sp26,Genus:sp35,0.04817
Genus:sp26,Genus:sp36,0.06293
Genus:sp26,Genus:sp37,0.04372
Genus:sp26,Genus:sp38,0.01778
Genus:sp26,Genus:sp39,0.05802
Genus:sp26,Genus:sp4,0.05605
Genus:sp26,Genus:sp40,0.0222
Genus:sp26,Genus:sp41,0.04485
Genus:sp26,Genus:sp42,0.05662
Genus:sp26,Genus:sp43,0.04244
Genus:sp26,Genus:sp44,0.05902
Genus:sp26,Genus:sp45,0.05391
Genus:sp26,Genus:sp46,0.05805
Genus:sp26,Genus:sp47,0.04811
Genus:sp26,Genus:sp48,0.04954
Genus:sp26,Genus:sp49,0.0422
Genus:sp26,Genus:sp5,0.05809
Genus:sp26,Genus:sp50,0.04626
Genus:sp26,Genus:sp51,0.04265
Genus:sp26,Genus:sp52,0.06412
Genus:sp26,Genus:sp53,0.04355
Genus:sp26,Genus:sp54,0.0504
Genus:sp26,Genus:sp55,0.03917
Genus:sp26,Genus:sp56,0.0427
Genus:sp26,Genus:sp57,0.04329
Genus:sp26,Genus:sp58,0.04222
Genus:sp26,Genus:sp59,0.01834
Genus:sp26,Genus:sp6,0.06319
Genus:sp26,Genus:sp60,0.01859
Genus:sp26,Genus:sp61,0.00874
Genus:sp26,Genus:sp62,0.05627
Genus:sp26,Genus:sp63,0.02405
Genus:sp26,Genus:sp64,0.04658
Genus:sp26,Genus:sp65,0.00693
Genus:sp26,Genus:sp66,0.01658
Genus:sp26,Genus:sp67,0.04025
Genus:sp26,Genus:sp68,0.0159
Genus:sp26,Genus:sp69,0.04678
Genus:sp26,Genus:sp7,0.0548
Genus:sp26,Genus:sp8,0.00204
Genus:sp26,Genus:sp9,0.05162
Genus:sp27,Genus:sp10,0.04845
Genus:sp27,Genus:sp11,0.02575
Genus:sp27,Genus:sp12,0.04325
Genus:sp27,Genus:sp13,0.05121
Genus:sp27,Genus:sp14,0.01875
Genus:sp27,Genus:sp15,0.06771
Genus:sp27,Genus:sp16,0.04109
Genus:sp27,Genus:sp17,0.0481
Genus:sp27,Genus:sp18,0.0582
Genus:sp27,Genus:sp19,0.06351
Genus:sp27,Genus:sp2,0.0504
Genus:sp27,Genus:sp20,0.04631
Genus:sp27,Genus:sp21,0.04766
Genus:sp27,Genus:sp22,0.04507
Genus:sp27,Genus:sp23,0.04808
Genus:sp27,Genus:sp24,0.02795
Genus:sp27,Genus:sp25,0.04913
Genus:sp27,Genus:sp26,0.03
Genus:sp27,Genus:sp27,0.06206
Genus:sp27,Genus:sp28,0.06316
Genus:sp27,Genus:sp29,0.06114
Genus:sp27,Genus:sp3,0.04403
Genus:sp27,Genus:sp30,0.05768
Genus:sp27,Genus:sp31,0.05813
Genus:sp27,Genus:sp32,0.00515
Genus:sp27,Genus:sp33,0.05748
Genus:sp27,Genus:sp34,0.06149
Genus:sp27,Genus:sp35,0.05142
Genus:sp27,Genus:sp36,0.06419
Genus:sp27,Genus:sp37,0.06518
Genus:sp27,Genus:sp38,0.05241
Genus:sp27,Genus:sp39,0.05429
Genus:sp27,Genus:sp4,0.04392
Genus:sp27,Genus:sp40,0.05572
Genus:sp27,Genus:sp41,0.0598
Genus:sp27,Genus:sp42,0.05679
Genus:sp27,Genus:sp43,0.05497
Genus:sp27,Genus:sp44,0.03459
Genus:sp27,Genus:sp45,0.0323
Genus:sp27,Genus:sp46,0.05574
Genus:sp27,Genus:sp47,0.06385
Genus:sp27,Genus:sp48,0.06056
Genus:sp27,Genus:sp49,0.05565
Genus:sp27,Genus:sp5,0.06481
Genus:sp27,Genus:sp50,0.06213
Genus:sp27,Genus:sp51,0.06507
Genus:sp27,Genus:sp52,0.06438
Genus:sp27,Genus:sp53,0.06594
Genus:sp27,Genus:sp54,0.06154
Genus:sp27,Genus:sp55,0.06486
Genus:sp27,Genus:sp56,0.05846
Genus:sp27,Genus:sp57,0.06744
Genus:sp27,Genus:sp58,0.05587
Genus:sp27,Genus:sp59,0.05971
Genus:sp27,Genus:sp6,0.04862
Genus:sp27,Genus:sp60,0.05751
Genus:sp27,Genus:sp61,0.05775
Genus:sp27,Genus:sp62,0.03097
Genus:sp27,Genus:sp63,0.05506
Genus:sp27,Genus:sp64,0.06384
Genus:sp27,Genus:sp65,0.05497
Genus:sp27,Genus:sp66,0.04967
Genus:sp27,Genus:sp67,0.0624
Genus:sp27,Genus:sp68,0.05156
Genus:sp27,Genus:sp69,0.05862
Genus:sp27,Genus:sp7,0.0463
Genus:sp27,Genus:sp8,0.06027
Genus:sp27,Genus:sp9,0.05228
Genus:sp28,Genus:sp10,0.05061
Genus:sp28,Genus:sp11,0.04077
Genus:sp28,Genus:sp12,0.04595
Genus:sp28,Genus:sp13,0.01429
Genus:sp28,Genus:sp14,0.04359
Genus:sp28,Genus:sp15,0.03791
Genus:sp28,Genus:sp16,0.0491
Genus:sp28,Genus:sp17,0.05024
Genus:sp28,Genus:sp18,0.05023
Genus:sp28,Genus:sp19,0.06336
Genus:sp28,Genus:sp2,0.04355
Genus:sp28,Genus:sp20,0.0509
Genus:sp28,Genus:sp21,0.0196
Genus:sp28,Genus:sp22,0.05159
Genus:sp28,Genus:sp23,0.05405
Genus:sp28,Genus:sp24,0.04376
Genus:sp28,Genus:sp25,0.01899
Genus:sp28,Genus:sp26,0.04517
Genus:sp28,Genus:sp27,0.06316
Genus:sp28,Genus:sp28,0.04942
Genus:sp28,Genus:sp29,0.0508
Genus:sp28,Genus:sp3,0.05024
Genus:sp28,Genus:sp30,0.04822
Genus:sp28,Genus:sp31,0.04841
Genus:sp28,Genus:sp32,0.06335
Genus:sp28,Genus:sp33,0.01148
Genus:sp28,Genus:sp34,0.05135
Genus:sp28,Genus:sp35,0.04981
